Indice,ECG
7161,51174
7162,51131
7163,50796
7164,50382
7165,50569
7166,49749
7167,49019
7168,48367
7169,47483
7170,46207
7171,45739
7172,44892
7173,43694
7174,42786
7175,41798
7176,40896
7177,39856
7178,38752
7179,37884
7180,37015
7181,35913
7182,34850
7183,34534
7184,33148
7185,29744
7186,28657
7187,27611
7188,27059
7189,26081
7190,24899
7191,24130
7192,22490
7193,21910
7194,21286
7195,20221
7196,19622
7197,18804
7198,18311
7199,17486
7200,17453
7201,17144
7202,16747
7203,16394
7204,16679
7205,16434
7206,16613
7207,16586
7208,16518
7209,16470
7210,16642
7211,16826
7212,16962
7213,17227
7214,17472
7215,18154
7216,18508
7217,18934
7218,19466
7219,19949
7220,21071
7221,22314
7222,23518
7223,24398
7224,25157
7225,25980
7226,26184
7227,27371
7228,28588
7229,30139
7230,31200
7231,33026
7232,33828
7233,35475
7234,36714
7235,37673
7236,38782
7237,40483
7238,41940
7239,43263
7240,43989
7241,44954
7242,46072
7243,47043
7244,47615
7245,48672
7246,49478
7247,49888
7248,50426
7249,50958
7250,51026
7251,51357
7252,51709
7253,52245
7254,51853
7255,51790
7256,51971
7257,52069
7258,52061
7259,51922
7260,51395
7261,51412
7262,51087
7263,51041
7264,50498
7265,50371
7266,49918
7267,49412
7268,49129
7269,47922
7270,48010
7271,46808
7272,46264
7273,45458
7274,44253
7275,43422
7276,43246
7277,42184
7278,41469
7279,40392
7280,38615
7281,37647
7282,36839
7283,35309
7284,33605
7285,32521
7286,30986
7287,29564
7288,28659
7289,27462
7290,26557
7291,25784
7292,24393
7293,23548
7294,23503
7295,22486
7296,20486
7297,19862
7298,19389
7299,19186
7300,18547
7301,17998
7302,17563
7303,17092
7304,16823
7305,16985
7306,16512
7307,16429
7308,16460
7309,16108
7310,16421
7311,16092
7312,16646
7313,16714
7314,16945
7315,17253
7316,17789
7317,18383
7318,18590
7319,19663
7320,20735
7321,21361
7322,21946
7323,22778
7324,23629
7325,24313
7326,25350
7327,27029
7328,27833
7329,29415
7330,30123
7331,31266
7332,32377
7333,33667
7334,35453
7335,37343
7336,38153
7337,39782
7338,40989
7339,42141
7340,43347
7341,43732
7342,44668
7343,45811
7344,46433
7345,46942
7346,47463
7347,48044
7348,48828
7349,49276
7350,49759
7351,50002
7352,50992
7353,51152
7354,51354
7355,51833
7356,51507
7357,51603
7358,51703
7359,51727
7360,52086
7361,51764
7362,51661
7363,51379
7364,51811
7365,51374
7366,51070
7367,51051
7368,50833
7369,50242
7370,49582
7371,48538
7372,48061
7373,47618
7374,47211
7375,46431
7376,45596
7377,44654
7378,44024
7379,42656
7380,41764
7381,41406
7382,40305
7383,39435
7384,38249
7385,37080
7386,35818
7387,34680
7388,32637
7389,31626
7390,30694
7391,29731
7392,28673
7393,27522
7394,26110
7395,25346
7396,24816
7397,23644
7398,23161
7399,22220
7400,21284
7401,20557
7402,20178
7403,19673
7404,18684
7405,18139
7406,17748
7407,17523
7408,16984
7409,17036
7410,16872
7411,16623
7412,16518
7413,16518
7414,16235
7415,16228
7416,16627
7417,16444
7418,16649
7419,16798
7420,16942
7421,17119
7422,17447
7423,18159
7424,18346
7425,19220
7426,19400
7427,20013
7428,20506
7429,21131
7430,22068
7431,22698
7432,25202
7433,26129
7434,26897
7435,29014
7436,30192
7437,31320
7438,32261
7439,34410
7440,35389
7441,36642
7442,37877
7443,39007
7444,41016
7445,43487
7446,44205
7447,44983
7448,46109
7449,46866
7450,47841
7451,48809
7452,49467
7453,50209
7454,50667
7455,50907
7456,51200
7457,51620
7458,51933
7459,51740
7460,51950
7461,51878
7462,51852
7463,52132
7464,51577
7465,51328
7466,51141
7467,50943
7468,51058
7469,50400
7470,50190
7471,50364
7472,49654
7473,49463
7474,48615
7475,48207
7476,47048
7477,46766
7478,46015
7479,45059
7480,44360
7481,43487
7482,42762
7483,41842
7484,40938
7485,40225
7486,38672
7487,37608
7488,36580
7489,35665
7490,32867
7491,31804
7492,30747
7493,29604
7494,28126
7495,26513
7496,25722
7497,24632
7498,24092
7499,23257
7500,22489
7501,21872
7502,21188
7503,20557
7504,19958
7505,19301
7506,18661
7507,18118
7508,17893
7509,17515
7510,17121
7511,17098
7512,16806
7513,16617
7514,16285
7515,16300
7516,16368
7517,16233
7518,16591
7519,16651
7520,16832
7521,16960
7522,17577
7523,17935
7524,18101
7525,18513
7526,18837
7527,19780
7528,20136
7529,21208
7530,21972
7531,22767
7532,23573
7533,24349
7534,25179
7535,26513
7536,27900
7537,28749
7538,30968
7539,31885
7540,32735
7541,33616
7542,34853
7543,36677
7544,37799
7545,38901
7546,40014
7547,40932
7548,42343
7549,43288
7550,44477
7551,45928
7552,46357
7553,47155
7554,47550
7555,47900
7556,48554
7557,49114
7558,49758
7559,50041
7560,51437
7561,51221
7562,51309
7563,51653
7564,51978
7565,51832
7566,51690
7567,51919
7568,51619
7569,51910
7570,51489
7571,50968
7572,50910
7573,50890
7574,50612
7575,49747
7576,49255
7577,48951
7578,48410
7579,47861
7580,47581
7581,47079
7582,45916
7583,45150
7584,43841
7585,43249
7586,42274
7587,41379
7588,40353
7589,39250
7590,38062
7591,36757
7592,36247
7593,34184
7594,33094
7595,31891
7596,31009
7597,29766
7598,28126
7599,26998
7600,26147
7601,25429
7602,24100
7603,23403
7604,22499
7605,21896
7606,21172
7607,20503
7608,19470
7609,19000
7610,18261
7611,17758
7612,17620
7613,17352
7614,17402
7615,17033
7616,16888
7617,16779
7618,16394
7619,16381
7620,16171
7621,16403
7622,16431
7623,16396
7624,16670
7625,16664
7626,16903
7627,17088
7628,17538
7629,17969
7630,18836
7631,19383
7632,19990
7633,20839
7634,21666
7635,22734
7636,23588
7637,24012
7638,24695
7639,25623
7640,26022
7641,27041
7642,29070
7643,30609
7644,31888
7645,33096
7646,34280
7647,36051
7648,37084
7649,38622
7650,40869
7651,41798
7652,42852
7653,43762
7654,44864
7655,45658
7656,46611
7657,47141
7658,48566
7659,49028
7660,49501
7661,50032
7662,50365
7663,50894
7664,51225
7665,51380
7666,51661
7667,51666
7668,51833
7669,51930
7670,51833
7671,52057
7672,51809
7673,51251
7674,51128
7675,51254
7676,50200
7677,50083
7678,49487
7679,48818
7680,48196
7681,47384
7682,46846
7683,45525
7684,44831
7685,43369
7686,41788
7687,40772
7688,39740
7689,38879
7690,38272
7691,37125
7692,35290
7693,33548
7694,32793
7695,31412
7696,29853
7697,27673
7698,26834
7699,25800
7700,24394
7701,23936
7702,22836
7703,21857
7704,21046
7705,20246
7706,19932
7707,19471
7708,18607
7709,18081
7710,17681
7711,17327
7712,17182
7713,16666
7714,16705
7715,16287
7716,16317
7717,16485
7718,16052
7719,16498
7720,16565
7721,16742
7722,16908
7723,17367
7724,17396
7725,17861
7726,18189
7727,18903
7728,19468
7729,19533
7730,20199
7731,21345
7732,21881
7733,23515
7734,24331
7735,25180
7736,27161
7737,28497
7738,29786
7739,30782
7740,31992
7741,33582
7742,34789
7743,36282
7744,37779
7745,39013
7746,40054
7747,40945
7748,41993
7749,43111
7750,45063
7751,45794
7752,46339
7753,47702
7754,48014
7755,48793
7756,49183
7757,49964
7758,50077
7759,50644
7760,50910
7761,51535
7762,51207
7763,51743
7764,51644
7765,51773
7766,52026
7767,52082
7768,51873
7769,51935
7770,51497
7771,51682
7772,51433
7773,51040
7774,51104
7775,50318
7776,49409
7777,48783
7778,48431
7779,48206
7780,47409
7781,46578
7782,45972
7783,45233
7784,44630
7785,44049
7786,42592
7787,41885
7788,40727
7789,38790
7790,37671
7791,36671
7792,35045
7793,32944
7794,32102
7795,30448
7796,29711
7797,28590
7798,27662
7799,26630
7800,25290
7801,24047
7802,23391
7803,22705
7804,21837
7805,21211
7806,20651
7807,19603
7808,18912
7809,17850
7810,18056
7811,17362
7812,16951
7813,16943
7814,16860
7815,16715
7816,16454
7817,16086
7818,16532
7819,16147
7820,16697
7821,16657
7822,16687
7823,16779
7824,17069
7825,17166
7826,17533
7827,17711
7828,18071
7829,18839
7830,19457
7831,19970
7832,20651
7833,21598
7834,22399
7835,23790
7836,24740
7837,25605
7838,26839
7839,28125
7840,29175
7841,30255
7842,33042
7843,34229
7844,35455
7845,35789
7846,37203
7847,39414
7848,40566
7849,41960
7850,42714
7851,43774
7852,44906
7853,45838
7854,46954
7855,47844
7856,48768
7857,49182
7858,49813
7859,50451
7860,50551
7861,50983
7862,51086
7863,51352
7864,51634
7865,51999
7866,51948
7867,51928
7868,51951
7869,52432
7870,52093
7871,51924
7872,51674
7873,51498
7874,51157
7875,50904
7876,50411
7877,50060
7878,49771
7879,49141
7880,47955
7881,47751
7882,46962
7883,46032
7884,45257
7885,44328
7886,43548
7887,42807
7888,41290
7889,40661
7890,39219
7891,38255
7892,37056
7893,35988
7894,34417
7895,33105
7896,31981
7897,30164
7898,29103
7899,28104
7900,27084
7901,25761
7902,24849
7903,23835
7904,22861
7905,22258
7906,21544
7907,20860
7908,20348
7909,19917
7910,19340
7911,18921
7912,18542
7913,17898
7914,17604
7915,17190
7916,17127
7917,16687
7918,16448
7919,16500
7920,16535
7921,16192
7922,16180
7923,16308
7924,16383
7925,16531
7926,16713
7927,16883
7928,17282
7929,17397
7930,18036
7931,18437
7932,18777
7933,19818
7934,20204
7935,20937
7936,21174
7937,21877
7938,22289
7939,23121
7940,23842
7941,24552
7942,25560
7943,27067
7944,27935
7945,29115
7946,30130
7947,31553
7948,32980
7949,33479
7950,34863
7951,38321
7952,39311
7953,40410
7954,41424
7955,42322
7956,43088
7957,44026
7958,44824
7959,45654
7960,46360
7961,47239
7962,48148
7963,48988
7964,49361
7965,49926
7966,50727
7967,50671
7968,51144
7969,51300
7970,51469
7971,51568
7972,51641
7973,52049
7974,52356
7975,52036
7976,51842
7977,51897
7978,51993
7979,51720
7980,51174
7981,51056
7982,50659
7983,50016
7984,49173
7985,48995
7986,47746
7987,47033
7988,46271
7989,45672
7990,44398
7991,43586
7992,42796
7993,41802
7994,40883
7995,38780
7996,37778
7997,36679
7998,34821
7999,33789
8000,32038
8001,30897
8002,30528
8003,29261
8004,27819
8005,26776
8006,25352
8007,24455
8008,23053
8009,22243
8010,21524
8011,20527
8012,19614
8013,19221
8014,18715
8015,18195
8016,17647
8017,17516
8018,17340
8019,17127
8020,16887
8021,16424
8022,16516
8023,16061
8024,16111
8025,16312
8026,16395
8027,16548
8028,16664
8029,17203
8030,17524
8031,17889
8032,18355
8033,19413
8034,19919
8035,20862
8036,21370
8037,22235
8038,23455
8039,25003
8040,26049
8041,26993
8042,28521
8043,29476
8044,30635
8045,31177
8046,32414
8047,34148
8048,35268
8049,37037
8050,38829
8051,40261
8052,41300
8053,42268
8054,44105
8055,44945
8056,45649
8057,47233
8058,47666
8059,48300
8060,48923
8061,49290
8062,49815
8063,50445
8064,50764
8065,51068
8066,50964
8067,51528
8068,51850
8069,51645
8070,51879
8071,52289
8072,51794
8073,51605
8074,51866
8075,51450
8076,51531
8077,50924
8078,50653
8079,50217
8080,49589
8081,49073
8082,47834
8083,47194
8084,46580
8085,45976
8086,44951
8087,43572
8088,41755
8089,40804
8090,39810
8091,38816
8092,37277
8093,35908
8094,34296
8095,32822
8096,31226
8097,29197
8098,28107
8099,27227
8100,26219
8101,24810
8102,23976
8103,22995
8104,21846
8105,21201
8106,20878
8107,20271
8108,19150
8109,18762
8110,18148
8111,17783
8112,17658
8113,17320
8114,17009
8115,17068
8116,17056
8117,16407
8118,16320
8119,16292
8120,16265
8121,16292
8122,16548
8123,16759
8124,16716
8125,17070
8126,17468
8127,17625
8128,18027
8129,18547
8130,18797
8131,19451
8132,20230
8133,21331
8134,21946
8135,22703
8136,22969
8137,23821
8138,24965
8139,26087
8140,26963
8141,28998
8142,29832
8143,30697
8144,31645
8145,33040
8146,258
8147,34699
8148,35859
8149,36586
8150,37833
8151,39385
8152,40419
8153,40667
8154,41980
8155,42836
8156,43673
8157,44442
8158,45311
8159,46454
8160,47213
8161,47830
8162,48843
8163,49746
8164,50279
8165,50439
8166,50645
8167,50917
8168,51228
8169,51557
8170,51784
8171,51722
8172,51784
8173,52229
8174,51648
8175,51807
8176,51314
8177,50950
8178,50990
8179,50607
8180,49468
8181,48880
8182,48149
8183,47311
8184,47019
8185,46322
8186,45386
8187,44099
8188,43105
8189,42342
8190,41089
8191,40144
8192,39017
8193,37913
8194,36514
8195,34880
8196,34045
8197,32063
8198,30793
8199,29250
8200,28154
8201,27596
8202,26794
8203,25480
8204,24486
8205,23486
8206,22533
8207,22245
8208,21493
8209,20587
8210,19642
8211,19204
8212,18670
8213,18264
8214,17768
8215,17322
8216,17243
8217,16973
8218,16841
8219,16600
8220,16565
8221,16469
8222,16201
8223,16324
8224,16413
8225,16548
8226,16697
8227,17253
8228,17363
8229,17633
8230,17878
8231,18328
8232,19041
8233,19696
8234,20917
8235,21378
8236,22281
8237,22821
8238,23780
8239,24798
8240,25513
8241,26386
8242,26633
8243,27915
8244,29654
8245,30505
8246,31500
8247,32336
8248,34089
8249,35418
8250,37046
8251,38275
8252,39980
8253,40692
8254,41956
8255,42804
8256,43736
8257,44551
8258,45606
8259,46415
8260,47049
8261,47849
8262,48640
8263,49286
8264,49255
8265,50524
8266,50947
8267,51464
8268,51320
8269,51911
8270,52094
8271,52058
8272,51763
8273,51834
8274,51826
8275,51593
8276,51377
8277,51264
8278,50874
8279,49821
8280,49318
8281,48920
8282,48172
8283,47643
8284,47083
8285,46200
8286,45597
8287,44867
8288,44022
8289,42316
8290,41577
8291,40358
8292,38695
8293,37829
8294,37390
8295,34775
8296,33583
8297,32014
8298,31012
8299,29694
8300,28673
8301,26706
8302,25914
8303,24923
8304,24155
8305,22918
8306,22480
8307,21924
8308,21198
8309,19950
8310,19363
8311,18927
8312,17841
8313,17700
8314,17301
8315,16971
8316,17074
8317,17001
8318,16490
8319,16578
8320,16262
8321,16158
8322,16212
8323,16475
8324,16768
8325,16781
8326,16924
8327,17162
8328,17218
8329,17526
8330,17955
8331,18481
8332,19351
8333,19910
8334,20197
8335,20852
8336,21970
8337,22524
8338,23851
8339,25063
8340,25940
8341,27449
8342,28436
8343,29999
8344,31071
8345,32355
8346,33609
8347,34407
8348,35548
8349,36828
8350,38739
8351,39121
8352,39800
8353,40820
8354,42272
8355,42935
8356,44574
8357,45399
8358,46079
8359,46905
8360,47939
8361,48263
8362,48910
8363,49808
8364,50273
8365,50854
8366,50908
8367,51203
8368,51205
8369,51524
8370,51639
8371,51825
8372,52165
8373,51866
8374,51747
8375,51540
8376,51799
8377,51523
8378,51196
8379,50788
8380,50507
8381,49882
8382,49666
8383,48875
8384,47976
8385,47476
8386,46454
8387,45592
8388,44055
8389,43326
8390,42361
8391,40835
8392,40121
8393,39385
8394,38354
8395,36669
8396,35428
8397,33829
8398,32721
8399,30322
8400,28724
8401,27725
8402,26728
8403,25878
8404,25543
8405,24917
8406,24153
8407,23035
8408,22206
8409,21524
8410,20905
8411,20651
8412,19983
8413,19127
8414,18750
8415,17614
8416,17394
8417,17420
8418,16907
8419,16695
8420,16720
8421,16760
8422,16276
8423,16574
8424,16231
8425,16010
8426,16321
8427,16539
8428,16514
8429,16870
8430,16808
8431,17102
8432,17830
8433,18111
8434,18570
8435,19027
8436,19713
8437,20424
8438,20862
8439,21549
8440,22343
8441,23442
8442,23965
8443,25250
8444,26471
8445,27873
8446,28913
8447,29257
8448,30631
8449,32426
8450,34113
8451,35407
8452,36563
8453,37091
8454,38225
8455,39160
8456,40437
8457,41415
8458,42848
8459,43509
8460,44502
8461,45973
8462,46851
8463,47437
8464,48155
8465,49130
8466,49713
8467,50051
8468,50561
8469,50844
8470,51211
8471,51512
8472,51658
8473,51810
8474,51954
8475,51999
8476,52113
8477,51834
8478,51663
8479,51577
8480,51106
8481,50859
8482,50663
8483,50495
8484,49877
8485,49104
8486,48550
8487,47811
8488,47247
8489,46687
8490,45966
8491,44505
8492,43636
8493,42927
8494,42031
8495,40452
8496,38230
8497,37276
8498,36067
8499,35185
8500,33317
8501,32576
8502,30854
8503,30108
8504,28716
8505,27852
8506,26842
8507,25753
8508,25050
8509,24257
8510,22228
8511,21630
8512,20987
8513,20310
8514,19674
8515,19020
8516,18413
8517,18202
8518,17678
8519,17338
8520,17036
8521,16734
8522,16598
8523,16483
8524,16238
8525,16216
8526,16127
8527,16358
8528,16405
8529,16662
8530,16687
8531,17212
8532,17429
8533,17797
8534,18256
8535,18847
8536,19658
8537,20081
8538,20911
8539,21387
8540,22285
8541,23063
8542,23639
8543,24548
8544,26054
8545,26710
8546,27959
8547,28975
8548,30122
8549,31238
8550,32913
8551,34179
8552,34864
8553,36618
8554,37733
8555,38730
8556,39632
8557,40879
8558,41894
8559,43060
8560,44168
8561,44856
8562,46218
8563,46647
8564,47443
8565,48021
8566,48817
8567,49237
8568,50121
8569,50443
8570,50880
8571,51060
8572,51492
8573,51255
8574,51583
8575,51478
8576,51831
8577,51971
8578,52001
8579,51919
8580,51718
8581,51470
8582,51865
8583,51226
8584,50960
8585,50910
8586,50482
8587,49387
8588,49004
8589,48156
8590,47413
8591,46026
8592,45253
8593,44015
8594,43357
8595,42331
8596,41596
8597,40331
8598,39220
8599,38223
8600,37183
8601,35675
8602,33736
8603,32745
8604,30402
8605,28348
8606,26879
8607,25401
8608,24573
8609,24330
8610,23526
8611,22602
8612,21679
8613,20877
8614,19642
8615,19322
8616,18717
8617,18206
8618,17875
8619,17022
8620,17067
8621,16773
8622,16573
8623,16741
8624,16425
8625,16214
8626,16478
8627,16447
8628,16748
8629,16785
8630,16752
8631,16982
8632,17379
8633,17413
8634,17647
8635,18325
8636,18402
8637,18760
8638,20435
8639,20939
8640,21579
8641,22293
8642,23141
8643,24243
8644,24985
8645,25309
8646,26463
8647,28051
8648,28982
8649,29228
8650,30510
8651,31655
8652,32324
8653,33416
8654,35477
8655,36400
8656,38320
8657,39141
8658,40385
8659,41382
8660,42352
8661,43284
8662,44556
8663,45407
8664,45955
8665,47270
8666,47816
8667,48274
8668,48661
8669,49436
8670,49906
8671,49930
8672,50914
8673,51351
8674,51445
8675,51428
8676,51590
8677,52147
8678,51833
8679,51975
8680,51985
8681,51676
8682,51738
8683,51424
8684,51500
8685,51163
8686,50661
8687,50348
8688,50162
8689,49619
8690,48994
8691,48365
8692,47710
8693,46957
8694,46099
8695,45162
8696,43658
8697,43028
8698,42038
8699,40416
8700,39623
8701,37920
8702,34808
8703,33975
8704,33227
8705,32082
8706,30553
8707,28746
8708,27704
8709,25717
8710,25117
8711,24093
8712,22897
8713,21544
8714,20882
8715,20230
8716,19417
8717,18442
8718,18262
8719,17723
8720,17466
8721,16754
8722,16675
8723,16710
8724,16305
8725,16243
8726,16206
8727,16523
8728,16007
8729,16541
8730,16610
8731,16516
8732,16908
8733,17259
8734,17530
8735,17885
8736,18163
8737,18358
8738,19018
8739,19672
8740,20194
8741,20652
8742,21988
8743,22514
8744,23393
8745,23616
8746,24595
8747,25938
8748,26896
8749,28416
8750,30082
8751,31127
8752,33601
8753,34796
8754,35998
8755,37406
8756,38769
8757,40357
8758,41306
8759,41659
8760,42818
8761,43687
8762,44571
8763,45270
8764,46074
8765,46928
8766,47755
8767,48068
8768,48974
8769,49623
8770,49989
8771,50240
8772,50762
8773,50900
8774,51112
8775,51272
8776,51853
8777,51738
8778,51835
8779,51881
8780,52054
8781,51751
8782,51887
8783,51847
8784,51239
8785,50993
8786,51170
8787,51187
8788,50342
8789,50368
8790,49146
8791,48438
8792,47958
8793,47040
8794,46457
8795,45619
8796,44762
8797,44455
8798,43606
8799,42258
8800,41511
8801,40018
8802,38295
8803,37589
8804,36515
8805,35407
8806,34186
8807,32511
8808,31596
8809,30836
8810,29956
8811,28848
8812,27670
8813,26643
8814,25824
8815,23726
8816,23064
8817,22438
8818,21941
8819,21019
8820,20537
8821,19634
8822,19075
8823,18496
8824,18009
8825,17694
8826,17347
8827,17058
8828,16916
8829,16675
8830,16633
8831,16337
8832,16396
8833,16233
8834,16375
8835,16378
8836,16902
8837,16714
8838,17205
8839,17315
8840,17781
8841,17788
8842,18479
8843,18862
8844,19944
8845,20629
8846,21690
8847,23493
8848,24099
8849,25032
8850,26334
8851,27256
8852,29098
8853,32531
8854,33311
8855,34473
8856,35973
8857,36962
8858,38305
8859,39316
8860,40884
8861,42450
8862,43667
8863,44413
8864,45239
8865,46479
8866,46635
8867,47323
8868,47937
8869,48950
8870,49363
8871,49989
8872,50267
8873,50292
8874,50688
8875,50933
8876,51200
8877,51378
8878,51479
8879,51829
8880,51796
8881,52121
8882,52112
8883,51882
8884,51935
8885,51693
8886,51350
8887,50961
8888,50963
8889,50448
8890,50037
8891,49689
8892,49128
8893,48530
8894,48319
8895,47461
8896,46667
8897,46179
8898,45391
8899,44728
8900,44074
8901,43315
8902,42694
8903,41379
8904,39759
8905,38716
8906,37601
8907,36616
8908,34960
8909,33146
8910,31409
8911,30600
8912,29477
8913,27689
8914,26337
8915,25489
8916,24693
8917,23823
8918,22558
8919,21896
8920,21184
8921,20540
8922,19393
8923,18917
8924,18495
8925,18062
8926,17434
8927,17082
8928,16773
8929,17119
8930,16762
8931,16331
8932,16563
8933,16248
8934,16524
8935,16594
8936,16857
8937,17129
8938,17273
8939,17816
8940,18242
8941,18922
8942,19241
8943,20021
8944,20710
8945,20887
8946,21660
8947,22694
8948,23970
8949,24731
8950,25815
8951,27017
8952,28337
8953,29675
8954,31249
8955,33073
8956,34336
8957,36112
8958,37152
8959,38866
8960,39914
8961,40512
8962,41419
8963,42945
8964,43724
8965,44247
8966,45085
8967,45697
8968,46653
8969,47209
8970,47673
8971,48346
8972,49166
8973,49915
8974,50453
8975,50925
8976,51391
8977,51617
8978,51693
8979,51800
8980,51947
8981,51902
8982,52088
8983,51844
8984,52174
8985,51709
8986,51301
8987,50712
8988,50581
8989,50456
8990,50016
8991,49679
8992,48894
8993,47760
8994,47433
8995,46571
8996,45509
8997,44833
8998,43710
8999,43171
9000,42182
9001,40740
9002,39908
9003,38680
9004,37112
9005,35700
9006,34234
9007,31432
9008,30480
9009,29085
9010,28111
9011,27223
9012,25954
9013,24870
9014,23815
9015,22591
9016,21963
9017,20433
9018,19992
9019,19412
9020,18777
9021,18102
9022,17579
9023,17368
9024,17109
9025,16750
9026,16757
9027,16853
9028,16324
9029,16661
9030,16357
9031,16371
9032,16418
9033,16622
9034,16900
9035,17196
9036,17177
9037,17832
9038,18400
9039,18613
9040,19411
9041,19550
9042,20254
9043,21605
9044,22351
9045,23207
9046,24332
9047,24907
9048,26263
9049,27312
9050,28324
9051,29357
9052,30391
9053,31955
9054,34296
9055,35216
9056,37086
9057,38947
9058,39941
9059,40754
9060,41429
9061,42407
9062,44570
9063,45378
9064,45936
9065,46303
9066,47317
9067,47790
9068,48158
9069,49040
9070,49627
9071,50092
9072,50257
9073,50583
9074,51018
9075,51296
9076,51518
9077,51555
9078,51787
9079,51565
9080,51833
9081,52101
9082,52122
9083,52245
9084,51575
9085,51653
9086,51386
9087,51198
9088,51225
9089,50762
9090,50490
9091,49737
9092,49068
9093,48753
9094,48335
9095,47712
9096,46962
9097,45826
9098,45395
9099,44405
9100,43978
9101,43054
9102,41971
9103,40755
9104,39345
9105,37545
9106,36431
9107,36077
9108,34641
9109,33671
9110,32154
9111,30731
9112,30247
9113,29018
9114,27497
9115,26809
9116,26182
9117,25236
9118,24515
9119,24062
9120,23263
9121,22362
9122,21926
9123,20791
9124,20258
9125,19581
9126,19084
9127,18304
9128,18026
9129,17503
9130,16832
9131,16734
9132,16315
9133,16494
9134,16479
9135,16089
9136,16415
9137,16572
9138,16608
9139,16813
9140,16990
9141,17320
9142,18155
9143,18482
9144,19108
9145,19896
9146,20586
9147,20916
9148,21990
9149,22806
9150,23786
9151,24711
9152,25419
9153,26993
9154,27801
9155,28942
9156,29758
9157,31109
9158,32598
9159,33881
9160,35168
9161,36065
9162,37814
9163,38646
9164,39406
9165,40174
9166,41133
9167,42395
9168,42690
9169,43686
9170,46160
9171,46902
9172,47368
9173,47760
9174,48270
9175,48672
9176,49177
9177,49543
9178,49989
9179,50802
9180,50991
9181,51177
9182,51349
9183,51417
9184,51675
9185,51774
9186,51926
9187,51861
9188,51923
9189,51781
9190,51697
9191,51337
9192,51257
9193,51360
9194,51032
9195,50615
9196,50168
9197,49769
9198,48960
9199,48009
9200,47072
9201,46661
9202,45966
9203,45573
9204,44747
9205,43455
9206,42715
9207,42251
9208,41299
9209,40314
9210,39770
9211,38726
9212,37972
9213,36461
9214,35472
9215,33595
9216,32681
9217,31345
9218,29737
9219,28635
9220,27022
9221,26063
9222,25740
9223,24416
9224,23864
9225,22923
9226,22009
9227,21338
9228,20675
9229,19918
9230,19238
9231,18797
9232,18050
9233,17765
9234,17213
9235,17266
9236,17083
9237,16744
9238,16638
9239,16618
9240,16200
9241,16236
9242,16451
9243,16427
9244,16778
9245,17075
9246,17533
9247,17849
9248,18488
9249,18924
9250,19445
9251,20209
9252,21076
9253,21883
9254,23061
9255,23666
9256,25159
9257,26026
9258,26319
9259,27401
9260,29075
9261,30212
9262,31858
9263,32727
9264,34385
9265,35473
9266,36645
9267,39373
9268,40473
9269,42463
9270,43280
9271,44133
9272,44892
9273,45845
9274,46535
9275,47085
9276,48043
9277,49083
9278,49591
9279,50146
9280,49911
9281,50728
9282,51069
9283,51026
9284,51297
9285,51527
9286,52054
9287,51969
9288,52129
9289,52019
9290,51668
9291,51735
9292,51446
9293,51233
9294,51018
9295,50417
9296,50488
9297,49788
9298,49263
9299,48774
9300,48328
9301,47272
9302,46360
9303,45242
9304,44335
9305,43193
9306,42430
9307,41293
9308,39763
9309,38731
9310,37594
9311,36838
9312,35367
9313,34650
9314,33769
9315,32010
9316,30706
9317,29080
9318,27624
9319,26665
9320,25304
9321,24464
9322,23273
9323,22671
9324,21458
9325,20779
9326,20216
9327,19677
9328,19290
9329,18633
9330,17791
9331,17471
9332,17315
9333,16906
9334,16753
9335,16693
9336,16632
9337,16362
9338,16220
9339,16245
9340,16429
9341,16617
9342,16900
9343,16667
9344,17221
9345,17175
9346,17444
9347,17950
9348,18255
9349,19013
9350,19994
9351,20922
9352,21758
9353,22346
9354,23641
9355,24185
9356,25400
9357,27062
9358,27815
9359,29524
9360,30704
9361,31339
9362,32396
9363,34296
9364,35442
9365,37209
9366,38377
9367,38679
9368,40015
9369,40906
9370,41952
9371,42906
9372,43741
9373,44479
9374,44853
9375,46058
9376,46856
9377,47643
9378,48227
9379,48848
9380,48847
9381,49868
9382,50542
9383,50748
9384,51341
9385,51091
9386,51459
9387,51749
9388,51801
9389,51810
9390,52181
9391,51802
9392,51556
9393,51682
9394,51647
9395,51251
9396,51273
9397,51251
9398,50511
9399,49950
9400,49629
9401,49083
9402,48202
9403,47834
9404,47200
9405,46645
9406,46026
9407,44352
9408,43715
9409,42576
9410,40677
9411,39725
9412,38804
9413,37676
9414,35865
9415,34978
9416,34194
9417,32942
9418,32070
9419,30244
9420,29892
9421,28517
9422,26577
9423,25844
9424,25230
9425,24508
9426,23664
9427,22857
9428,21939
9429,21172
9430,20635
9431,19528
9432,19048
9433,18640
9434,18293
9435,17635
9436,17743
9437,17095
9438,16722
9439,16378
9440,16424
9441,16391
9442,16173
9443,16346
9444,16361
9445,16375
9446,16595
9447,16587
9448,16889
9449,17068
9450,17550
9451,17601
9452,17903
9453,18470
9454,18843
9455,19535
9456,19962
9457,20584
9458,21133
9459,22462
9460,23008
9461,23895
9462,25179
9463,26138
9464,27532
9465,28468
9466,30806
9467,31728
9468,32893
9469,35526
9470,36724
9471,37918
9472,39118
9473,41050
9474,41699
9475,42931
9476,43271
9477,44116
9478,44369
9479,45389
9480,46073
9481,46764
9482,47306
9483,48152
9484,48724
9485,49279
9486,50184
9487,50613
9488,51060
9489,51441
9490,51431
9491,51550
9492,51905
